18,Ahn's Heritage,94,+# to Maximum Endurance Charges,-1,-1,,,,
19,Ahn's Might,95,+# to Accuracy Rating while at Maximum Frenzy Charges,400,500,0.2,0.8,0.2,-39.800000000000004
19,Ahn's Might,96,+#% Global Critical Strike Multiplier while you have no Frenzy Charges,50,50,,,,
19,Ahn's Might,97,+# Strength Requirement,100,100,,,,
19,Ahn's Might,98,+# to Maximum Frenzy Charges,-1,-1,,,,
19,Ahn's Might,99,Adds # to # Physical Damage (Local),115,160,0.2,1,0.31,-17.6
19,Ahn's Might,100,#% increased Critical Strike Chance,15,25,0.2,0.2,0.2,-4.4
19,Ahn's Might,101,#% increased Area of Effect,10,10,,,,
20,Ahuana's Bite,102,Adds # to # Cold Damage to Attacks,45,55,1,1,1,-22
20,Ahuana's Bite,103,+#% to Cold Resistance,20,30,1,1,1,-22
20,Ahuana's Bite,104,Enemies Chilled by your Hits have Damage taken increased by Chill Effect,1,1,,,,
20,Ahuana's Bite,105,Chill Enemies as though dealing #% more Damage,60,100,1,1,1,-82
21,Akoya's Gaze,106,+# Strength Requirement,100,100,,,,
21,Akoya's Gaze,107,#% increased Warcry Speed,20,25,2,2,4,-24
21,Akoya's Gaze,108,Life Leech from Exerted Attacks is instant,1,1,,,,
21,Akoya's Gaze,109,Non-Exerted Attacks deal no Damage,1,1,,,,
22,Al Dhih,110,#% increased Physical Damage,100,120,1,1,1,-42
22,Al Dhih,111,#% of Physical Attack Damage Leeched as Life (Local),3,3,,,,
22,Al Dhih,112,Warcry Skills' Cooldown Time is 4 seconds,1,1,,,,
22,Al Dhih,113,#% increased Warcry Buff Effect,25,25,,,,
22,Al Dhih,114,"Enemies Taunted by your Warcries have #% chance to Explode on death, dealing 8% of their maximum Life as Chaos Damage",100,100,,,,
23,Alberon's Warpath,115,+# to Armour (Local),180,220,1,1,1,-82
23,Alberon's Warpath,116,#% increased Strength,15,18,1,1,1,-8
23,Alberon's Warpath,117,Adds # to # Chaos Damage to Attacks,40.5,40.5,,,,
23,Alberon's Warpath,118,+#% to Chaos Resistance,13,19,1,1,1,-14
23,Alberon's Warpath,119,#% increased Movement Speed,25,25,,,,
23,Alberon's Warpath,120,"Summoned Skeleton Warriors are Permanent and Follow you
Summon Skeletons cannot Summon more than 1 Skeleton Warrior",1,1,,,,
24,Algor Mortis,121,+# to maximum Energy Shield (Local),50,70,2,2,2,-84
24,Algor Mortis,122,+#% to Cold and Lightning Resistances,15,20,2,2,2,-24
24,Algor Mortis,123,#% chance to Sap Enemies in Chilling Areas,20,30,2,2,2,-44
24,Algor Mortis,124,Enemies in your Chilling Areas take #% increased Lightning Damage,25,35,2,2,2,-44
24,Algor Mortis,125,#% increased Effect of Non-Damaging Ailments,15,20,2,2,2,-24
25,Allelopathy,126,#% increased Energy Shield (Local),100,120,1,1,1,-42
25,Allelopathy,127,Grants Level # Blight Skill,25,25,,,,
25,Allelopathy,128,#% increased Area of Effect,10,10,,,,
25,Allelopathy,129,You cannot be Hindered,1,1,,,,
25,Allelopathy,130,Blight has #% increased Hinder Duration,20,30,1,1,1,-22
26,Allure,131,Adds # to # Physical Damage (Local),22.5,30,1,1,1,-17.0
26,Allure,132,#% increased Physical Damage,110,130,1,1,1,-42
26,Allure,133,#% increased Attack Speed (Local),8,12,1,1,1,-10
26,Allure,134,You gain Phasing for # seconds on using a Vaal Skill,10,10,,,,
26,Allure,135,#% increased Movement Speed while Phasing,15,15,,,,
27,Alpha's Howl,136,#% increased Evasion Rating (Local),80,100,2,3,2,-83
27,Alpha's Howl,137,+# to Level of Socketed Aura Gems,2,2,,,,
27,Alpha's Howl,138,#% increased Mana Reservation Efficiency of Skills,16,16,,,,
27,Alpha's Howl,139,Cannot be Frozen,1,1,,,,
27,Alpha's Howl,140,#% chance to Avoid being Chilled,12.5,12.5,,,,
27,Alpha's Howl,141,+#% to Cold Resistance,20,30,2,3,2,-43
28,Amanamu's Gaze,142,+# to all Attributes,5,10,296.4,297.7,296.4,-3555.5
28,Amanamu's Gaze,143,"Minions have +#% to Damage over Time Multiplier per
Ghastly Eye Jewel affecting you, up to a maximum of +30%",6,6,,,,
29,Ambu's Charge,144,#% increased Armour and Energy Shield (Local),180,220,1,1,1,-82
29,Ambu's Charge,145,+# to maximum Life,60,80,1,1,1,-42
29,Ambu's Charge,146,+#% to all Elemental Resistances,15,15,,,,
29,Ambu's Charge,147,Gain up to maximum Endurance Charges when you take a Critical Strike,100,100,,,,
29,Ambu's Charge,148,Your nearby party members maximum Endurance Charges is equal to yours,1,1,,,,
30,Anathema,149,+# to Intelligence,30,40,9,10,9,-197
30,Anathema,150,#% increased Cast Speed,10,15,9,10,9,-107
30,Anathema,151,#% chance to gain a Power Charge when you Cast a Curse Spell,10,20,9,10,9,-197
30,Anathema,152,Your Curse Limit is equal to your maximum Power Charges,1,1,,,,
31,Ancestral Vision,153,+# to Dexterity,5,10,13,15,13,-154
31,Ancestral Vision,154,Modifiers to Chance to Suppress Spell Damage also apply to Chance to Avoid Elemental Ailments at #% of their Value,50,50,,,,
32,Ancient Skull,155,#% increased Armour and Energy Shield (Local),150,200,1,1,1,-102
32,Ancient Skull,156,Minions have #% increased maximum Life,-40,-20,1,1,1,-42
32,Ancient Skull,157,Minions have #% increased Movement Speed,15,25,1,1,1,-22
32,Ancient Skull,158,Minions have #% increased Critical Strike Chance per Maximum Power Charge you have,50,50,,,,
32,Ancient Skull,159,Minions can hear the whispers for # seconds after they deal a Critical Strike,5,5,,,,
33,Andvarius,160,+# to Dexterity,10,10,,,,
33,Andvarius,161,#% increased Rarity of Items found,50,70,1,1,1,-42
33,Andvarius,162,+#% to all Elemental Resistances,-20,-20,,,,
34,Annihilation's Approach,163,Grants Level # Approaching Flames Skill,20,20,,,,
34,Annihilation's Approach,164,#% increased Armour and Evasion (Local),60,100,45,75,48.5,-3660
34,Annihilation's Approach,165,#% increased Movement Speed,30,30,,,,
34,Annihilation's Approach,166,Cannot be Chilled,1,1,,,,
34,Annihilation's Approach,167,Take # Fire Damage per Second while Flame-Touched,6000,6000,,,,
34,Annihilation's Approach,168,Gain Adrenaline when you become Flame-Touched,1,1,,,,
34,Annihilation's Approach,169,Lose Adrenaline when you cease to be Flame-Touched,1,1,,,,
35,Apep's Rage,170,+#% to Chaos Resistance,5,10,1,1,1,-12
35,Apep's Rage,171,#% increased Cast Speed,25,30,1,1,1,-12
35,Apep's Rage,172,Adds # to # Chaos Damage to Spells,115,160,1,2.5,1,-90.5
35,Apep's Rage,173,Lose # Mana when you use a Skill,40,40,,,,
35,Apep's Rage,174,Poisons you inflict deal Damage #% faster,30,50,1,1,1,-42
36,Apep's Slumber,175,+# to maximum Energy Shield (Local),80,100,14,15,17.5,-587
36,Apep's Slumber,176,Adds # to # Chaos Damage,61,67.5,14,150,25,-74.0
36,Apep's Slumber,177,+#% chance to be Poisoned,25,25,,,,
36,Apep's Slumber,178,Poisons on you expire #% slower,50,50,,,,
36,Apep's Slumber,179,"Regenerate # Energy Shield per Second per Poison on you, up to 400 per second",80,80,,,,
36,Apep's Slumber,180,+#% to all maximum Resistances while Poisoned,3,3,,,,
37,Apep's Supremacy,181,+# to maximum Energy Shield (Local),130,150,99,215,238.2,-4042
37,Apep's Supremacy,182,Adds # to # Chaos Damage,61,67.5,99,592.8,296.4,-991.2
37,Apep's Supremacy,183,+#% chance to be Poisoned,25,25,,,,
37,Apep's Supremacy,184,Poisons on you expire #% slower,50,50,,,,
37,Apep's Supremacy,185,+#% to all maximum Resistances while Poisoned,3,3,,,,
37,Apep's Supremacy,186,#% faster start of Energy Shield Recharge,30,50,99,296.4,149.5,-3960.6
37,Apep's Supremacy,187,You take Chaos Damage instead of Physical Damage from Bleeding,1,1,,,,
38,Apex Mode,188,#% increased Spell Damage,20,25,5,7,5,-58
38,Apex Mode,189,Spells have #% increased Critical Strike Chance per Intensity,-10,-10,,,,
38,Apex Mode,190,Spells which have gained Intensity Recently gain 1 Intensity every # Seconds,0.5,0.5,,,,
39,Arakaali's Fang,191,Trigger Level 20 Raise Spiders on Kill,100,100,,,,
39,Arakaali's Fang,192,#% increased Physical Damage,170,200,20,27.5,25,-1232.5
39,Arakaali's Fang,193,Adds # to # Physical Damage (Local),14,21.5,20,30,30,-330.0
39,Arakaali's Fang,194,#% chance to Poison on Hit (Local),15,15,,,,
39,Arakaali's Fang,195,Adds # to # Chaos Damage (Local),30,30,,,,
40,Araku Tiki,196,+# to maximum Life,30,50,0.4,1,1,-16.2
40,Araku Tiki,197,+#% to Fire Resistance,20,30,0.4,0.95,1,-8.250000000000002
40,Araku Tiki,198,+# to Evasion Rating while on Low Life,150,250,0.6,1,1,-120.8
40,Araku Tiki,199,You have Phasing while on Low Life,1,1,,,,
40,Araku Tiki,200,Gain Elusive on reaching Low Life,1,1,,,,
41,Arborix,201,Grants Level # Dash Skill,30,30,,,,
41,Arborix,202,Adds # to # Physical Damage (Local),140,162.5,8,198.2,44,-185.8
41,Arborix,203,#% increased Attack Speed if you haven't Cast Dash recently,20,30,8,9,28.5,-175
41,Arborix,204,#% increased Evasion Rating if you've Cast Dash recently,100,160,8,23.5,10,-960.5
41,Arborix,205,#% increased Movement Speed if you've Cast Dash recently,20,30,8,12.5,10,-171.5
41,Arborix,206,Bow Attacks fire # additional Arrows if you haven't Cast Dash recently,2,2,,,,
41,Arborix,207,Travel Skills other than Dash are Disabled,1,1,,,,
41,Arborix,208,Iron Reflexes,1,1,,,,
42,Architect's Hand,209,+# to Dexterity,30,40,296.4,296.4,296.4,-6520.8
42,Architect's Hand,210,#% increased Evasion and Energy Shield (Local),200,250,296.4,296.4,296.4,-30232.799999999996
42,Architect's Hand,211,#% increased Trap Throwing Speed,-30,-20,296.4,1482,296.4,-5335.2
42,Architect's Hand,212,#% chance to throw up to 4 additional Traps,4,6,296.4,297.7,296.4,-1777.0999999999997
42,Architect's Hand,213,Increases and Reductions to Cast Speed also Apply to Trap Throwing Speed,1,1,,,,
43,Arn's Anguish,214,+# to Armour,600,700,2,3,2,-403
43,Arn's Anguish,215,#% increased maximum Life,12,15,2,4,2,-14
43,Arn's Anguish,216,+#% to Fire Resistance,40,60,2,3,2,-83
43,Arn's Anguish,217,Modifiers to Minimum Endurance Charges instead apply to Minimum Brutal Charges,1,1,,,,
43,Arn's Anguish,218,Maximum Brutal Charges is equal to Maximum Endurance Charges,1,1,,,,
43,Arn's Anguish,219,Gain Brutal Charges instead of Endurance Charges,1,1,,,,
43,Arn's Anguish,220,+# to Maximum Endurance Charges,1,1,,,,
44,Ascent From Flesh,221,+# to Evasion Rating,300,300,,,,
44,Ascent From Flesh,222,+# to maximum Energy Shield,75,80,0.7,1,0.75,-8.1
44,Ascent From Flesh,223,+#% to all Elemental Resistances,10,15,0.7,1,1,-8.1
44,Ascent From Flesh,224,You have Phasing if Energy Shield Recharge has started Recently,1,1,,,,
44,Ascent From Flesh,225,#% increased Evasion Rating while Phasing,30,30,,,,
44,Ascent From Flesh,226,#% increased Movement Speed while Phasing,10,10,,,,
45,Asenath's Gentle Touch,227,+# to Intelligence,20,30,5,5,5,-110
45,Asenath's Gentle Touch,228,+# to maximum Mana,60,80,5,5,5,-210
45,Asenath's Gentle Touch,229,+# to maximum Life,60,80,5,5,5,-210
45,Asenath's Gentle Touch,230,Curse Enemies with Temporal Chains on Hit,10,10,,,,
45,Asenath's Gentle Touch,231,Non-Aura Curses you inflict are not removed from Dying Enemies,1,1,,,,
45,Asenath's Gentle Touch,232,"Enemies near corpses affected by your Curses are Blinded
Enemies Killed near corpses affected by your Curses explode, dealing
#% of their Life as Physical Damage",3,3,,,,
46,Asenath's Mark,233,#% increased Mana Regeneration Rate,30,30,,,,
46,Asenath's Mark,234,#% increased Attack Speed,10,15,8.5,10,10,-100.5
46,Asenath's Mark,235,+# to maximum Energy Shield (Local),30,50,8.5,10,10,-355.5
46,Asenath's Mark,236,#% increased Spell Damage,30,60,8.5,10,10,-525.5
46,Asenath's Mark,237,"#% chance to Trigger a Socketed Spell when you Attack with a Bow, with a 0.3 second Cooldown",100,100,,,,
47,Ashcaller,238,Adds # to # Fire Damage (Local),29,35,5,6,5.5,-69
47,Ashcaller,239,Adds # to # Fire Damage to Spells,29,35,5,19,5.5,-56
47,Ashcaller,240,#% chance to Trigger Level 10 Summon Raging Spirit on Kill,25,25,,,,
47,Ashcaller,241,#% chance to Cover Enemies in Ash on Hit,10,10,,,,
48,Ashes of the Stars,242,#% increased Experience Gain of Gems,5,10,10,10,10,-120
48,Ashes of the Stars,243,#% increased Reservation Efficiency of Skills,0,0,,,,
48,Ashes of the Stars,244,+# to Level of all Skill Gems,1,1,,,,
48,Ashes of the Stars,245,+#% to Quality of all Skill Gems,20,30,10,20,10,-210
49,Ashrend,246,#% increased Evasion Rating (Local),80,100,0.2,0.30000000000000004,0.2,-8.299999999999999
49,Ashrend,247,+# Physical Damage taken from Attack Hits,-60,-30,0.2,0.2,0.2,-12.400000000000002
49,Ashrend,248,+#% to Fire Resistance,40,50,0.2,0.2,0.2,-4.4
49,Ashrend,249,Cannot be Ignited,1,1,,,,
49,Ashrend,250,#% increased Physical Damage with Ranged Weapons,75,150,0.2,0.4,0.2,-30.200000000000003
50,Asphyxia's Wrath,251,Hexes Transfer to all Enemies within 3 metres when Hexed Enemy dies,1,1,,,,
50,Asphyxia's Wrath,252,Gain #% of Physical Damage as Extra Cold Damage,20,20,,,,
50,Asphyxia's Wrath,253,#% chance to Freeze,7,10,0.7,1,1,-5.3
50,Asphyxia's Wrath,254,#% increased Chill Duration on Enemies,30,40,0.7,1,1,-15.099999999999998
50,Asphyxia's Wrath,255,#% increased Attack Speed,8,12,0.7,1,1,-6.699999999999999
50,Asphyxia's Wrath,256,+#% to Cold Resistance,30,40,0.7,1,1,-15.099999999999998
50,Asphyxia's Wrath,257,Grants Level # Frostbite Skill,5,5,,,,
51,Assailum,258,Grants Level # Snipe Skill,30,30,,,,
51,Assailum,259,"Socketed Non-Channelling Bow Skills are Triggered by Snipe
Socketed Triggered Bow Skills gain a 0.05 second Cooldown",30,30,,,,
51,Assailum,260,+# to Accuracy Rating,350,500,2,3,3,-603
51,Assailum,261,+# to Evasion Rating (Local),350,500,2,2,3,-604
51,Assailum,262,+#% chance to Suppress Spell Damage while Channelling,14,20,2,3,2.5,-27
51,Assailum,263,+# to maximum Snipe Stages,2,2,,,,
52,Astral Projector,264,+# to Intelligence,30,50,8.5,9,9,-356.5
52,Astral Projector,265,#% increased Spell Damage,20,25,8.5,9,9,-101.5
52,Astral Projector,266,#% chance to Avoid Elemental Ailments,30,30,,,,
52,Astral Projector,267,Nova Spells have #% more Area of Effect,-20,-20,,,,
52,Astral Projector,268,Nova Spells Cast at the targeted location instead of around you,1,1,,,,
53,Astramentis,269,+# to all Attributes,80,100,10,28.5,10,-401.5
53,Astramentis,270,+# Physical Damage taken from Attack Hits,-4,-4,,,,
54,Atziri's Acuity,271,+# to Intelligence,60,80,2,2.5,3,-83.5
54,Atziri's Acuity,272,#% increased Global Critical Strike Chance,40,60,2,3,2.5,-83
54,Atziri's Acuity,273,#% increased Armour (Local),200,220,2,2.5,3,-83.5
54,Atziri's Acuity,274,+# to maximum Life,60,75,2,3,2.5,-63
54,Atziri's Acuity,275,You have Vaal Pact if you've dealt a Critical Strike Recently,1,1,,,,
55,Atziri's Disfavour,276,#% chance to cause Bleeding on Hit,25,25,,,,
55,Atziri's Disfavour,277,Adds # to # Physical Damage (Local),340,360,296.4,296.4,296.4,-12448.8
55,Atziri's Disfavour,278,+# metres to Weapon Range,1,1,,,,
55,Atziri's Disfavour,279,#% increased Attack Speed (Local),12,16,296.4,296.4,296.4,-2963.9999999999995
55,Atziri's Disfavour,280,+#% to Quality of Socketed Support Gems,30,30,,,,
56,Atziri's Foible,281,#% increased Mana Regeneration Rate,80,100,5,5,5,-210
56,Atziri's Foible,282,Items and Gems have #% increased Attribute Requirements,-25,-25,,,,
56,Atziri's Foible,283,+# to maximum Mana,100,100,,,,
56,Atziri's Foible,284,#% increased maximum Mana,16,24,5,5.5,5,-89.5
57,Atziri's Promise,285,Gain #% of Physical Damage as Extra Chaos Damage during effect,5,8,23.5,38.5,30,-173.0
57,Atziri's Promise,286,Gain #% of Elemental Damage as Extra Chaos Damage during effect,5,8,15,140,15,5
57,Atziri's Promise,287,#% of Chaos Damage Leeched as Life during Effect,2,2,20,20,20,-40
58,Atziri's Reflection,288,#% increased Evasion Rating (Local),180,200,7.5,9.5,8,-313.0
58,Atziri's Reflection,289,+# to Intelligence,40,60,7.5,10,9,-312.5
58,Atziri's Reflection,290,+#% to all Elemental Resistances,20,30,7.5,9,9,-163.5
58,Atziri's Reflection,291,Hex Reflection,1,1,,,,
58,Atziri's Reflection,292,Unaffected by Curses,1,1,,,,
58,Atziri's Reflection,293,#% increased Effect of your Curses,15,20,7.5,9.5,8,-88.0
58,Atziri's Reflection,294,+# to maximum Energy Shield (Local),180,200,7.5,10,8.5,-312.5
59,Atziri's Rule,295,Grants Level # Queen's Demand Skill,20,20,,,,
59,Atziri's Rule,296,Queen's Demand can Trigger Level # Flames of Judgement,20,20,,,,
59,Atziri's Rule,297,Queen's Demand can Trigger Level # Storm of Judgement,20,20,,,,
59,Atziri's Rule,298,Cannot be Stunned,1,1,,,,
59,Atziri's Rule,299,Damage cannot be Reflected,1,1,,,,
60,Atziri's Step,300,#% increased Evasion Rating (Local),180,180,,,,
60,Atziri's Step,301,+#% chance to Suppress Spell Damage,20,26,1,1,1,-14
60,Atziri's Step,302,+# to maximum Life,55,75,1,2,1,-41
60,Atziri's Step,303,#% increased Movement Speed,30,30,,,,
61,Augyre,304,#% increased Physical Damage,180,220,2,2,3,-164
61,Augyre,305,#% increased Attack Speed (Local),10,15,2,2.5,2,-23.5
61,Augyre,306,#% increased Critical Strike Chance,80,100,2,2.5,3,-83.5
61,Augyre,307,#% of Physical Damage Converted to Lightning Damage,50,50,,,,
61,Augyre,308,Every 16 seconds you gain Elemental Overload for 8 seconds,1,1,,,,
61,Augyre,309,You have Resolute Technique while you do not have Elemental Overload,1,1,,,,
61,Augyre,310,#% increased Physical Damage while you have Resolute Technique,100,100,,,,
62,Aukuna's Will,311,+# to Dexterity,30,40,0.2,0.85,0.28,-3.7500000000000004
62,Aukuna's Will,312,#% increased Cast Speed,5,7,0.2,0.26,0.2,-1.1400000000000001
62,Aukuna's Will,313,#% increased Evasion and Energy Shield (Local),100,150,0.2,0.30000000000000004,0.2,-20.3
62,Aukuna's Will,314,Raised Zombies have #% increased maximum Life,80,100,0.2,1,0.2,-7.6
62,Aukuna's Will,315,Raise Zombie does not require a corpse,1,1,,,,
62,Aukuna's Will,316,Your Raised Zombies count as corpses,1,1,,,,
63,Aurseize,317,#% increased Armour and Evasion (Local),40,60,1,1,1,-42
63,Aurseize,318,+#% to all Elemental Resistances,15,15,,,,
63,Aurseize,319,#% increased Rarity of Items found,40,50,1,1,1,-22
63,Aurseize,320,#% increased Movement Speed,-5,-5,,,,
64,Aurumvorax,321,#% increased Physical Damage,120,150,1,1,1,-62
64,Aurumvorax,322,#% increased Rarity of Items found,-20,-20,,,,
64,Aurumvorax,323,+#% to all Elemental Resistances,40,60,1,1,1,-42
64,Aurumvorax,324,Grants # Life per Enemy Hit,3,3,,,,
65,Auxium,325,+# to maximum Energy Shield,60,70,1.5,2,2,-32.5
65,Auxium,326,+# to maximum Mana,45,55,1.5,2,2,-32.5
65,Auxium,327,Chill Effect and Freeze Duration on you are based on #% of Energy Shield,100,100,,,,
65,Auxium,328,#% increased Elemental Damage with Attack Skills per Power Charge,20,25,1.5,2,2,-17.5
65,Auxium,329,#% of Attack Damage Leeched as Mana per Power Charge,0.2,0.2,,,,
66,Axiom Perpetuum,330,Adds # to # Fire Damage to Spells,3.5,4.5,2,3.5,3,-6.5
66,Axiom Perpetuum,331,Adds # to # Cold Damage to Spells,3.5,4.5,2,3.5,3,-6.5
66,Axiom Perpetuum,332,Adds # to # Lightning Damage to Spells,5.5,6.5,2,3,3.5,-7.0
66,Axiom Perpetuum,333,#% increased Spell Critical Strike Chance,100,140,2,8.5,3,-157.5
66,Axiom Perpetuum,334,#% increased Cast Speed,4,6,2,3,3,-11
67,Azadi Crest,335,+# to maximum Life,1,100,1,2,1,-199
67,Azadi Crest,336,+#% Chance to Block (Shields),1,10,1,2,1,-19
